0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000104e-03 4.752092012079210815e+11 9.242169039134949089e+25 1.549005621064178006e+26 5.709723543956646364e+27 1.549005621064177662e+26 9.242169039134949089e+25 9.127167742490605995e+25 1.027949031254780619e+26 4.192452704931999289e+27 1.027949031254780447e+26 9.127167742490607713e+25 2.724192504604273871e+27
1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.499999999999999944e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000139e-02 1.016317222357760315e+11 1.950719587700314890e+25 2.938478005996176700e+25 1.221150349643543346e+27 2.938478005996177130e+25 1.950719587700314890e+25 2.232281521579750608e+25 1.951027630784162234e+25 2.818162749834568676e+25 1.951027630784162663e+25 2.232281521579750608e+25 1.220503120174829005e+27
2.999999999999999889e-02 2.769416567156166211e+07 4.677665637307027816e+21 1.014957353786661667e+22 3.328406159379761547e+23 1.014957353786661667e+22 4.677665637307030438e+21 5.263453033602701328e+21 5.283863615524039557e+21 6.907310797078671655e+21 5.283863615524040606e+21 5.263453033602701328e+21 1.707503825860262311e+22
3.500000000000000333e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000083e-02 6.915032197220089984e+03 1.604659181713875712e+18 3.422418484799824896e+18 8.321261463030756147e+19 3.422418484799824896e+18 1.604659181713875968e+18 1.760975218002837248e+18 1.729569156592697600e+18 2.314116966574043648e+18 1.729569156592698112e+18 1.760975218002837504e+18 2.251843592229268685e+19
4.499999999999999833e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.500000000000000028e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.999999999999999778e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000222e-02 5.229410567756089020e+10 1.354567280268764044e+25 2.635523376841659573e+25 6.285172698561690181e+26 2.635523376841659573e+25 1.354567280268764044e+25 1.444387171337217397e+25 1.355981144358258558e+25 1.849893342267627877e+25 1.355981144358258128e+25 1.444387171337217826e+25 6.182731101550145309e+26
7.000000000000000666e-02 1.354214825392742455e+07 2.882831289930017145e+21 6.343442520415641010e+21 1.628558061489385741e+23 6.343442520415641010e+21 2.882831289930017145e+21 3.106543166012607955e+21 3.116423317689870057e+21 4.252298587444993851e+21 3.116423317689870057e+21 3.106543166012607431e+21 2.407278511775050786e+22
7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000167e-02 3.538015456176188469e+09 8.311324741511088869e+23 1.173323971870296551e+24 4.252279488758352090e+25 1.173323971870296149e+24 8.311324741511088869e+23 8.965033146890737995e+23 8.311324741511016392e+23 9.902003210287306171e+23 8.311324741511016392e+23 8.965033146890737995e+23 4.252279488758480080e+25
8.500000000000000611e-02 4.439901021827630699e+06 1.205468271263919112e+21 2.392310739880231043e+21 5.336473125873343319e+22 2.392310739880231043e+21 1.205468271263919374e+21 1.217245158229742715e+21 1.229232980811055890e+21 1.603615189825729331e+21 1.229232980811055890e+21 1.217245158229743239e+21 5.087094700486880028e+22
8.999999999999999667e-02 9.045513101370351791e+09 2.057267758880839061e+24 2.893842884356276086e+24 1.087131683711393991e+26 2.893842884356276622e+24 2.057267758880838524e+24 2.227234823392333897e+24 2.057165301623860299e+24 2.695275850735348567e+24 2.057165301623860299e+24 2.227234823392334166e+24 1.088206689928046179e+26
9.500000000000000111e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.049999999999999961e-01 2.871471238825410080e+10 9.121087919028409964e+24 2.036432576252619751e+25 3.451581597506843383e+26 2.036432576252619751e+25 9.121087919028413185e+24 9.062816739435657667e+24 9.117559278593021787e+24 1.350913650897856226e+25 9.117559278593021787e+24 9.062816739435658741e+24 3.492039833454701106e+26
1.100000000000000006e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.150000000000000050e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.199999999999999956e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 5.320952075022001848e-01 1.021525668287015250e+15 2.742247349130090500e+15 6.498436806713400000e+15 2.742247349130091000e+15 1.021525668287015375e+15 9.197122795740495000e+14 9.515762221963245000e+14 7.451563131259441000e+15 9.515762221963245000e+14 9.197122795740495000e+14 5.763239445410101000e+15
1.300000000000000044e-01 1.640425060801402664e+10 3.370515299482786666e+24 4.712640953242095194e+24 1.971266855770639746e+26 4.712640953242094120e+24 3.370515299482787203e+24 3.693650767226045257e+24 3.370515297499983339e+24 4.022189420755197249e+24 3.370515297499983339e+24 3.693650767226045794e+24 1.971266867619295905e+26
